"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Matt Sauer","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.13","3.50","5.00","5.12","","0.0","0.0","","999.0","sa3005118"
"Lael Lockhart","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","6.62","3.53","5.02","5.12","","0.0","0.0","","999.0","sa3017502"
"Sem Robberse","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","5.81","3.37","5.05","5.12","","0.0","0.0","","999.0","sa3011735"
"Noah Murdock","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","5.43","4.30","5.16","5.13","","0.0","0.0","","999.0","sa919012"
"Jake Walters","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","6.17","3.69","5.12","5.13","","0.0","0.0","","999.0","sa915852"
"Alejandro Requena","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","6.04","3.57","5.14","5.13","","0.0","0.0","","999.0","sa828724"
"Brandon Finnegan","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.58","6.64","4.70","5.06","5.13","","0.0","0.0","","999.0","16208"
"Christian Scott","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","6.50","4.20","5.06","5.14","","0.0","0.0","","999.0","sa3017948"
"Nolan Watson","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","5.72","3.92","4.97","5.14","","0.0","0.0","","999.0","sa874732"
"Matt Waldron","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","5.80","3.21","5.01","5.14","","0.0","0.0","","999.0","sa3010111"
"Seth Johnson","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.35","3.98","5.13","5.15","","0.0","0.0","","999.0","sa3011342"
"Travis Adams","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","5.93","3.73","5.23","5.15","","0.0","0.0","","999.0","sa3017991"
"Noah Zavolas","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","6.15","2.95","5.19","5.15","","0.0","0.0","","999.0","sa3006770"
"Andrew Alvarez","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.60","5.81","4.65","4.93","5.15","","0.0","0.0","","999.0","sa3017531"
"Marcelo Martinez","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","6.38","3.69","4.98","5.15","","0.0","0.0","","999.0","sa3005060"
"Anderson Munoz","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.96","4.25","5.05","5.15","","0.0","0.0","","999.0","sa3007840"
"Zack Trageton","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.06","3.79","5.17","5.16","","0.0","0.0","","999.0","sa918087"
"Ty Damron","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","5.64","3.22","5.02","5.16","","0.0","0.0","","999.0","sa738284"
"Bryce Jarvis","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.39","4.11","5.32","5.16","","0.0","0.0","","999.0","sa3014437"
"Kyle Kubat","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","6.00","3.83","4.99","5.16","","0.0","0.0","","999.0","sa827380"
"David Festa","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.08","4.08","5.21","5.16","","0.0","0.0","","999.0","sa3017788"
"Bryan Woo","SEA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","6.88","4.05","4.99","5.16","","0.0","0.0","","999.0","sa3018290"
"Junior Santos","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.58","5.18","4.01","5.05","5.16","","0.0","0.0","","999.0","sa3005470"
"Carlos Luna","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.39","6.53","2.84","5.14","5.17","","0.0","0.0","","999.0","sa828727"
"Braden Olthoff","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","5.30","3.11","5.19","5.17","","0.0","0.0","","999.0","sa3017654"
"Eric Skoglund","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","5.92","3.38","5.13","5.17","","0.0","0.0","","999.0","16155"
"Jesus Rodriguez","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","5.97","3.08","5.18","5.17","","0.0","0.0","","999.0","sa871769"
"Adam Kloffenstein","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.31","4.13","5.07","5.17","","0.0","0.0","","999.0","sa3008578"
"Kyle Nicolas","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","7.43","4.37","5.22","5.17","","0.0","0.0","","999.0","sa3014523"
"Garrett Burhenn","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","5.68","3.79","5.17","5.17","","0.0","0.0","","999.0","sa3018173"
"Beck Way","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.59","6.02","4.74","5.14","5.17","","0.0","0.0","","999.0","sa3014462"
"Trevor McDonald","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","5.75","4.80","5.23","5.17","","0.0","0.0","","999.0","sa3011835"
"Adam Macko","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.56","7.14","4.78","5.00","5.17","","0.0","0.0","","999.0","sa3011555"
"A.J. Block","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","5.65","4.43","5.12","5.18","","0.0","0.0","","999.0","sa3014916"
"Angel Macuare","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","6.74","4.06","5.16","5.18","","0.0","0.0","","999.0","sa3003039"
"Blake Battenfield","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","5.68","2.46","5.12","5.18","","0.0","0.0","","999.0","sa3002734"
"Carlos Guzman","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","5.39","3.49","5.19","5.18","","0.0","0.0","","999.0","sa871477"
"Tekoah Roby","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","6.61","3.89","5.19","5.19","","0.0","0.0","","999.0","sa3014519"
"Tink Hence","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.56","6.25","4.58","5.05","5.19","","0.0","0.0","","999.0","sa3014709"
"J.J. Niekro","ATL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.58","5.49","3.72","5.36","5.19","","0.0","0.0","","999.0","sa3017129"
"Austin Love","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","5.97","4.20","5.04","5.19","","0.0","0.0","","999.0","sa3017609"
"Caleb Boushley","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","5.67","2.91","5.09","5.19","","0.0","0.0","","999.0","sa3004226"
"Ian McKinney","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.34","4.10","5.05","5.19","","0.0","0.0","","999.0","sa738318"
"Zack Godley","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.44","4.24","5.18","5.20","","0.0","0.0","","999.0","14862"
"Tyler Santana","CHC","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.62","5.24","4.38","5.20","5.20","","0.0","0.0","","999.0","sa3017542"
"Anthony Veneziano","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.28","4.17","5.13","5.20","","0.0","0.0","","999.0","sa1115745"
"Richard Guasch","WSN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.56","7.26","4.88","5.12","5.20","","0.0","0.0","","999.0","sa3008434"
"Jeff Lindgren","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","5.55","3.31","5.22","5.20","","0.0","0.0","","999.0","sa3010632"
"Jeremy Hellickson","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","5.92","3.41","5.24","5.20","","0.0","0.0","","999.0","4371"
"Jake Miednik","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.27","4.17","5.06","5.20","","0.0","0.0","","999.0","sa3007242"
"Humberto Mejía","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","6.29","3.15","5.24","5.21","","0.0","0.0","","999.0","20739"
"Josh Stephan","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","5.96","3.98","5.19","5.21","","0.0","0.0","","999.0","sa3015286"
"Dalton Roach","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.40","6.01","3.06","5.02","5.21","","0.0","0.0","","999.0","sa3010567"
"Patrick Wicklander","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","6.25","4.04","5.00","5.21","","0.0","0.0","","999.0","sa3017304"
"Alejandro Melean","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","6.36","3.58","5.13","5.22","","0.0","0.0","","999.0","sa3006815"
"Seth Lonsway","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.71","5.77","5.59","5.07","5.22","","0.0","0.0","","999.0","sa3017857"
"Charlie Neuweiler","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.58","5.12","4.05","5.28","5.22","","0.0","0.0","","999.0","sa3004345"
"Ronnie Williams","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.32","4.11","5.19","5.22","","0.0","0.0","","999.0","sa828702"
"Kyle Hart","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","5.99","3.56","5.08","5.22","","0.0","0.0","","999.0","19646"
"Luke Little","CHC","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.62","6.73","5.19","5.04","5.22","","0.0","0.0","","999.0","sa3014514"
"Dominic Hamel","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.87","4.45","5.15","5.22","","0.0","0.0","","999.0","sa3017949"
"Rito Lugo","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","5.37","4.34","5.17","5.23","","0.0","0.0","","999.0","sa3008237"
"Jean Pinto","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","5.97","4.45","5.16","5.23","","0.0","0.0","","999.0","sa3011803"
"Brady Basso","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.57","5.89","4.45","5.08","5.23","","0.0","0.0","","999.0","sa1115881"
"Alvaro Seijas","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","6.81","4.46","5.29","5.23","","0.0","0.0","","999.0","sa861440"
"Reilly Hovis","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","5.95","2.93","5.28","5.23","","0.0","0.0","","999.0","sa857700"
"Chandler Champlain","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.58","4.98","3.88","5.35","5.23","","0.0","0.0","","999.0","sa3018138"
"Chih-Jung Liu","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.45","3.80","5.47","5.23","","0.0","0.0","","999.0","sa3014675"
"Ben Brecht","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","5.65","3.39","5.03","5.24","","0.0","0.0","","999.0","sa3011218"
"Jon Duplantier","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","7.27","4.44","5.24","5.24","","0.0","0.0","","999.0","19546"
"Kyle Leahy","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.35","4.08","5.11","5.24","","0.0","0.0","","999.0","sa3007241"
"Logan Salow","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.56","7.67","4.75","5.16","5.24","","0.0","0.0","","999.0","sa874231"
"Colby Morris","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.38","4.06","5.22","5.24","","0.0","0.0","","999.0","sa3014805"
"Ethan Lindow","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.42","5.90","2.93","5.05","5.25","","0.0","0.0","","999.0","sa3005028"
"Ross Carver","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","6.61","3.46","5.19","5.25","","0.0","0.0","","999.0","sa3017069"
"Rodney Boone","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","6.31","3.73","5.11","5.25","","0.0","0.0","","999.0","sa3018107"
"Pierson Ohl","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","5.45","3.62","5.35","5.25","","0.0","0.0","","999.0","sa3017977"
"Joe Boyle","CIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.61","9.17","5.90","5.24","5.25","","0.0","0.0","","999.0","sa3014498"
"Tyler Gilbert","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","5.76","3.33","5.31","5.25","","0.0","0.0","","999.0","17964"
"Chase Solesky","CHW","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","5.71","3.11","5.19","5.25","","0.0","0.0","","999.0","sa3009940"
"River Ryan","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.57","6.71","4.27","5.30","5.25","","0.0","0.0","","999.0","sa3016863"
"Dario Agrazal","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","5.45","2.44","5.39","5.26","","0.0","0.0","","999.0","15821"
"Robby Ahlstrom","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.05","4.09","5.14","5.26","","0.0","0.0","","999.0","sa3018193"
"Logan Gragg","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","5.32","2.95","5.09","5.26","","0.0","0.0","","999.0","sa3010306"
"Erik Sabrowski","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.58","6.71","4.77","5.11","5.26","","0.0","0.0","","999.0","sa3015121"
"David Parkinson","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","6.15","3.08","5.11","5.26","","0.0","0.0","","999.0","sa3004857"
"Mitch Ragan","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","6.76","4.28","5.25","5.27","","0.0","0.0","","999.0","sa3009944"
"Richard Gallardo","CHC","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","5.06","3.59","5.32","5.27","","0.0","0.0","","999.0","sa3009990"
"John Rooney","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.87","4.00","5.18","5.27","","0.0","0.0","","999.0","sa3008417"
"Jordan Jackson","SEA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.53","5.41","3.84","5.06","5.27","","0.0","0.0","","999.0","sa3018172"
"Zane Mills","STL","0","0","1.0","0","0","0","0","0","1","1","0","0","0","1.55","4.13","3.46","5.15","5.27","","0.0","0.0","","999.0","sa3017535"
"Richard Fitts","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.43","6.34","3.15","5.13","5.28","","0.0","0.0","","999.0","sa3018182"
"Brett Kennedy","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","5.59","3.47","5.35","5.28","","0.0","0.0","","999.0","17877"
"Brent Killam","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","6.76","3.52","5.14","5.28","","0.0","0.0","","999.0","sa3014927"
"Thomas Eshelman","","0","0","1.0","0","0","0","0","0","1","1","0","0","0","1.43","4.27","1.97","5.31","5.29","","0.0","0.0","","999.0","18361"
"Jack Perkins","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","6.21","3.49","5.21","5.29","","0.0","0.0","","999.0","sa3007713"
"Jamison Hill","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.13","3.79","5.38","5.29","","0.0","0.0","","999.0","sa3017935"
"Justin Fall","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","4.81","4.12","5.23","5.29","","0.0","0.0","","999.0","sa3017540"
"Jordan Marks","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","5.20","3.74","5.36","5.29","","0.0","0.0","","999.0","sa3018192"
"Ben Peoples","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.58","6.44","4.75","5.19","5.30","","0.0","0.0","","999.0","sa3011784"
"Lazaro Estrada","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","6.47","4.20","5.25","5.30","","0.0","0.0","","999.0","sa3005471"
"Sean Sullivan","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.57","5.82","4.17","5.35","5.30","","0.0","0.0","","999.0","sa3018185"
"Logan Shore","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","6.19","3.42","5.28","5.30","","0.0","0.0","","999.0","sa738442"
"Cruz Noriega","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.62","4.87","4.20","5.39","5.30","","0.0","0.0","","999.0","sa3005702"
"Asa Lacy","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.65","7.33","5.89","5.15","5.30","","0.0","0.0","","999.0","sa3014423"
"Josh Hendrickson","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","6.59","3.70","5.15","5.31","","0.0","0.0","","999.0","sa3011196"
"Dahian Santos","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.55","7.41","4.75","5.23","5.31","","0.0","0.0","","999.0","sa3015282"
"Drew Parrish","KCR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.49","5.65","3.80","5.10","5.31","","0.0","0.0","","999.0","sa3011395"
"Doug Nikhazy","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.60","7.41","5.40","5.10","5.31","","0.0","0.0","","999.0","sa3018110"
"Hunter Dollander","CHW","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","5.87","3.53","5.24","5.31","","0.0","0.0","","999.0","sa3019302"
"Victor Vargas","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.47","5.84","3.20","5.28","5.31","","0.0","0.0","","999.0","sa3007724"
"Wyatt Olds","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","7.05","4.31","5.55","5.31","","0.0","0.0","","999.0","sa3017539"
"Mark Moclair","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","7.15","5.32","5.29","5.32","","0.0","0.0","","999.0","sa3007592"
"Pedro Payano","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.57","6.53","4.66","5.24","5.32","","0.0","0.0","","999.0","18313"
"Troy Watson","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","6.47","4.30","5.28","5.33","","0.0","0.0","","999.0","sa3007249"
"Ryne Moore","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.40","3.96","5.25","5.33","","0.0","0.0","","999.0","sa3017725"
"Dillon Overton","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.22","3.01","5.85","5.33","","0.0","0.0","","999.0","15627"
"Chad Donato","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","5.98","3.55","5.31","5.33","","0.0","0.0","","999.0","sa919112"
"Ian Clarkin","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.57","5.12","3.83","5.28","5.33","","0.0","0.0","","999.0","sa737534"
"Keider Montero","DET","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","5.14","3.77","5.34","5.33","","0.0","0.0","","999.0","sa3002956"
"JJ Goss","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","5.22","3.87","5.29","5.33","","0.0","0.0","","999.0","sa3011420"
"Tyler Uberstine","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.61","5.93","4.19","5.61","5.34","","0.0","0.0","","999.0","sa3017643"
"Edgar Sanchez","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.36","4.63","5.30","5.34","","0.0","0.0","","999.0","sa3011131"
"Dan Straily","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","6.49","3.30","5.32","5.34","","0.0","0.0","","999.0","9460"
"Luis Quinones","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.53","8.08","5.07","5.18","5.34","","0.0","0.0","","999.0","sa1170867"
"Matthew Thompson","CHW","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","6.34","3.67","5.23","5.34","","0.0","0.0","","999.0","sa3011866"
"Ryan Costeiu","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.62","4.01","5.28","5.34","","0.0","0.0","","999.0","sa3017260"
"Ryan Bergert","SDP","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","6.36","4.16","5.18","5.34","","0.0","0.0","","999.0","sa3017418"
"Alex Cornwell","STL","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.62","5.03","4.58","5.08","5.35","","0.0","0.0","","999.0","sa3017501"
"Mac Lardner","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","5.44","4.13","5.12","5.35","","0.0","0.0","","999.0","sa3014928"
"Domingo Robles","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","4.82","3.25","5.23","5.35","","0.0","0.0","","999.0","sa872881"
"Logan Workman","TBR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","5.79","3.70","5.28","5.35","","0.0","0.0","","999.0","sa3017313"
"Jorge Juan","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.57","6.54","4.67","5.28","5.36","","0.0","0.0","","999.0","sa3005826"
"Tyler Joyner","BAL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","6.03","3.43","5.36","5.36","","0.0","0.0","","999.0","sa3006836"
"Mikell Manzano","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.64","5.64","4.61","5.51","5.36","","0.0","0.0","","999.0","sa3015441"
"Yusniel Padron-Artiles","BOS","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.45","6.18","2.94","5.53","5.36","","0.0","0.0","","999.0","sa3008040"
"Vance Worley","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.48","5.08","2.87","5.34","5.36","","0.0","0.0","","999.0","6435"
"Adrian Chaidez","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","7.22","4.38","5.28","5.36","","0.0","0.0","","999.0","sa3017417"
"Carlos Duran","LAD","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.57","6.70","4.25","5.43","5.36","","0.0","0.0","","999.0","sa3006404"
"Luis Moreno","NYM","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.63","5.46","4.65","5.25","5.37","","0.0","0.0","","999.0","sa3009950"
"Victor Castaneda","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","6.70","3.72","5.23","5.37","","0.0","0.0","","999.0","sa978399"
"Ryan Lillie","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","6.38","4.07","5.39","5.38","","0.0","0.0","","999.0","sa3004740"
"Nick Mondak","LAA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","5.40","3.29","5.26","5.38","","0.0","0.0","","999.0","sa3017274"
"Tyler Brown","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","6.95","4.04","5.32","5.38","","0.0","0.0","","999.0","sa3014450"
"Nick Krauth","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","4.76","3.70","5.41","5.38","","0.0","0.0","","999.0","sa3015006"
"Joe Rock","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.63","6.26","3.92","5.84","5.38","","0.0","0.0","","999.0","sa3017755"
"Blair Henley","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","6.04","4.36","5.39","5.39","","0.0","0.0","","999.0","sa3011335"
"Jason Vargas","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","5.86","3.67","5.32","5.39","","0.0","0.0","","999.0","8044"
"Micah Kaczor","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.56","6.28","3.07","5.99","5.39","","0.0","0.0","","999.0","sa3011732"
"Mike Fiers","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.46","5.21","2.64","5.44","5.39","","0.0","0.0","","999.0","7754"
"Scott Randall","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.51","5.43","3.39","5.48","5.40","","0.0","0.0","","999.0","sa3017752"
"Emiliano Teodo","TEX","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.68","6.37","5.41","5.37","5.40","","0.0","0.0","","999.0","sa3015158"
"Iván Nova","COL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","5.03","2.51","6.09","5.40","","0.0","0.0","","999.0","1994"
"Gabe Bierman","MIA","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.60","5.62","4.42","5.38","5.40","","0.0","0.0","","999.0","sa3016939"
"Nate Harris","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.52","6.03","3.74","5.41","5.41","","0.0","0.0","","999.0","sa3004772"
"Ray Gaither","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","6.24","4.50","5.42","5.41","","0.0","0.0","","999.0","sa3017270"
"Bryan Garcia","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","6.16","3.94","5.45","5.42","","0.0","0.0","","999.0","19457"
"Rhett Kouba","HOU","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","6.35","4.14","5.42","5.42","","0.0","0.0","","999.0","sa3017544"
"Andrew DiPiazza","","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.61","6.10","4.66","5.41","5.42","","0.0","0.0","","999.0","sa3015078"
"Sean Mooney","MIN","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.56","7.30","4.71","5.47","5.42","","0.0","0.0","","999.0","sa3014913"
"Parker Dunshee","OAK","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.50","5.52","3.51","5.38","5.42","","0.0","0.0","","999.0","sa873274"
"Jared Jones","PIT","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.59","6.15","4.47","5.47","5.43","","0.0","0.0","","999.0","sa3014459"
"Carson Ragsdale","SFG","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.61","6.03","4.58","5.56","5.43","","0.0","0.0","","999.0","sa3014922"
"Marcos Tineo","ARI","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.62","6.06","4.65","5.54","5.43","","0.0","0.0","","999.0","sa3003124"
"Connor Cooke","TOR","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","6.54","4.15","5.39","5.43","","0.0","0.0","","999.0","sa3017822"
"Jeff Samardzija","","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.44","5.77","2.67","5.51","5.43","","0.0","0.0","","999.0","3254"
"Juan Zapata","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","0","1.60","4.46","3.78","5.40","5.44","","0.0","0.0","","999.0","sa3005452"
"Justin Jarvis","MIL","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.54","6.46","4.29","5.34","5.44","","0.0","0.0","","999.0","sa3007775"
"Reid Johnston","CLE","0","0","1.0","0","0","0","0","0","1","1","0","1","0","1.55","5.44","3.77","5.39","5.44","","0.0","0.0","","999.0","sa3018183"
"Porter Hodge","CHC","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.61","6.26","4.79","5.43","5.44","","0.0","0.0","","999.0","sa3011729"
"Colton Eastman","PHI","0","0","1.0","0","0","0","0","0","1","1","0","1","1","1.59","6.13","4.52","5.38","5.44","","0.0","0.0","","999.0","sa3008312"
