"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"James Bourque","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","8.50","4.41","4.47","4.47","","0.0","0.0","","999.0","16668"
"Reed Garrett","WSN","0","4","4.0","0","0","0","0","1","4","2","1","4","2","1.42","7.96","3.99","4.42","4.48","","0.0","0.0","","999.0","16866"
"Dan Otero","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","5.66","2.66","4.55","4.48","","0.0","0.0","","999.0","7385"
"Brandon Kintzler","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","6.38","3.15","4.49","4.48","","0.0","0.0","","999.0","9939"
"Sean Rackoski","TOR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","6.80","3.44","4.39","4.52","","0.0","-0.1","","999.0","sa3006964"
"Brandon Workman","","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.50","8.32","4.74","4.42","4.48","","0.0","0.0","","999.0","11428"
"Ben Heller","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.99","3.78","4.50","4.48","","0.0","0.0","","999.0","15100"
"Félix Paulino","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.12","3.34","4.46","4.48","","0.0","0.0","","999.0","sa828972"
"Jake Higginbotham","DET","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","6.97","3.65","4.27","4.42","","0.0","-0.1","","999.0","sa3007590"
"Jack Wynkoop","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.53","3.82","4.33","4.48","","0.0","0.0","","999.0","sa875060"
"Cam Booser","","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.47","8.20","4.55","4.34","4.48","","0.0","0.0","","999.0","sa754843"
"Adonis Medina","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","6.82","3.31","4.40","4.46","","0.0","0.0","","999.0","19903"
"Walker Powell","CHC","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","6.59","2.95","4.44","4.47","","0.0","0.0","","999.0","sa3017815"
"Evan Sisk","MIN","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.47","8.09","4.51","4.21","4.35","","0.0","-0.1","","999.0","sa3007612"
"Blake Rivera","SFG","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","7.42","3.96","4.40","4.34","","0.0","-0.1","","999.0","sa3008261"
"Danis Correa","CHC","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.46","8.14","4.46","4.40","4.47","","0.0","0.0","","999.0","sa3002980"
"Osiris German","MIN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.71","3.64","4.35","4.35","","0.0","-0.1","","999.0","sa3003046"
"Mac Sceroler","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","8.34","3.47","4.95","4.80","","0.0","0.0","","999.0","22218"
"Dominic LoBrutto","BOS","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","7.39","3.76","4.49","4.43","","0.0","0.0","","999.0","sa3004573"
"Caleb Smith","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.92","3.95","4.48","4.69","","0.0","0.0","","999.0","14875"
"Taylor Lehman","PHI","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.82","3.68","4.48","4.63","","0.0","0.0","","999.0","sa3007834"
"Emmanuel Ramirez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.18","3.66","4.47","4.49","","0.0","0.0","","999.0","sa736752"
"Luis Castillo","DET","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","6.94","3.41","4.34","4.33","","0.0","-0.1","","999.0","20638"
"Ryan Burr","TBR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.20","3.89","4.08","4.18","","0.0","0.1","","999.0","17536"
"Héctor Rondón","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.39","3.27","4.75","4.43","","0.0","0.0","","999.0","2391"
"Tyler Mitzel","MIA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","7.31","3.42","4.39","4.43","","0.0","-0.1","","999.0","sa3007862"
"Ryan Mason","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","7.98","4.21","4.44","4.50","","0.0","0.0","","999.0","sa856254"
"Jordan Holloway","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","8.86","4.49","4.34","4.40","","0.0","0.0","","999.0","20631"
"Jose Alvarez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","6.70","3.34","4.28","4.40","","0.0","0.0","","999.0","5358"
"Justin Grimm","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.93","3.71","4.55","4.56","","0.0","0.0","","999.0","11720"
"Junior Garcia","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","7.37","3.94","4.36","4.50","","0.0","0.0","","999.0","sa737032"
"Colten Brewer","TBR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.91","4.02","4.14","4.28","","0.0","-0.1","","999.0","12997"
"Rafael Dolis","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.46","8.33","4.43","4.50","4.50","","0.0","0.0","","999.0","4185"
"Taylor Guilbeau","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","6.90","3.72","4.38","4.50","","0.0","0.0","","999.0","18306"
"Tyler Erwin","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","7.48","3.95","4.36","4.50","","0.0","0.0","","999.0","sa918535"
"Roenis Elías","CHC","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.30","3.05","4.30","4.38","","0.0","0.0","","747.0","12673"
"Jordan Leasure","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.38","8.90","3.77","4.53","4.54","","0.0","-0.1","","999.0","sa3017607"
"Connor Sadzeck","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","7.88","4.01","4.60","4.70","","0.0","0.0","","999.0","13483"
"Drew Carlton","SDP","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.29","7.32","2.68","4.32","4.47","","0.0","-0.1","","999.0","19868"
"David Paulino","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","7.64","3.47","4.50","4.50","","0.0","0.0","","999.0","17418"
"Cameron Leonard","TBR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","7.71","3.50","4.22","4.28","","0.0","-0.1","","999.0","sa3016912"
"Domingo Tapia","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.46","7.52","4.11","4.36","4.42","","0.0","0.0","","999.0","12178"
"Drew Steckenrider","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.46","3.23","4.35","4.53","","0.0","-0.1","","999.0","18806"
"Felipe Tejada","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.40","8.17","3.74","4.51","4.60","","0.0","-0.1","","999.0","sa873145"
"Reid Morgan","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.32","7.64","3.05","4.21","4.33","","0.0","-0.1","","999.0","sa3009860"
"Aaron Pinto","CLE","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.30","3.95","4.38","4.44","","0.0","-0.1","","999.0","sa3006823"
"Hector Lujan","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","7.84","3.53","4.49","4.51","","0.0","0.0","","999.0","sa876201"
"Matt Peacock","TOR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","5.95","2.83","4.33","4.45","","0.0","-0.1","","999.0","20339"
"Jeremy Jeffress","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.45","6.79","3.57","4.52","4.51","","0.0","0.0","","999.0","9490"
"Fernando Rodney","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.46","7.68","4.17","4.48","4.51","","0.0","0.0","","999.0","494"
"Pedro Strop","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","7.92","4.08","4.45","4.49","","0.0","0.0","","999.0","4070"
"Andrew Schwaab","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.99","3.84","4.49","4.51","","0.0","0.0","","999.0","sa857571"
"Jorge Guzman","SFG","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.46","8.66","4.55","4.44","4.36","","0.0","-0.1","","999.0","17505"
"Alex Royalty","CLE","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.70","3.65","4.39","4.44","","0.0","-0.1","","999.0","sa3006825"
"Fitz Stadler","TOR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","8.36","4.35","4.39","4.55","","0.0","-0.1","","999.0","sa876081"
"Braden Webb","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","8.25","4.26","4.48","4.51","","0.0","0.0","","999.0","sa876362"
"Sterling Sharp","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","6.38","3.35","4.45","4.51","","0.0","0.0","","999.0","19671"
"Daniel Stumpf","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.96","3.78","4.44","4.51","","0.0","0.0","","999.0","13780"
"Taylor Williams","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.41","3.55","4.49","4.51","","0.0","0.0","","999.0","14899"
"Walter Pennington","KCR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.52","5.95","4.08","4.39","4.56","","0.0","0.0","","999.0","sa3014971"
"Curtis Taylor","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.01","3.75","4.46","4.51","","0.0","0.0","","999.0","sa917970"
"Dalbert Siri","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.40","8.07","3.71","4.52","4.51","","0.0","0.0","","999.0","sa873148"
"Ronald Peña","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.36","3.64","4.50","4.51","","0.0","0.0","","999.0","sa658287"
"Joe Biagini","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","6.74","3.41","4.48","4.52","","0.0","0.0","","999.0","13194"
"James Dykstra","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.80","3.50","4.55","4.52","","0.0","0.0","","999.0","sa503397"
"Franklyn Kilome","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.81","3.77","4.60","4.70","","0.0","0.0","","999.0","17861"
"Taylor Cole","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","7.35","3.86","4.46","4.52","","0.0","0.0","","999.0","11964"
"Ivan Armstrong","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.46","7.38","3.96","4.56","4.63","","0.0","0.0","","999.0","sa3006358"
"Cam Bedrosian","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","7.62","3.66","4.53","4.52","","0.0","0.0","","999.0","13360"
"Jorge Mercedes","MIA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.28","4.06","4.48","4.45","","0.0","-0.1","","999.0","sa3019110"
"Taylor Guerrieri","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.47","7.36","4.04","4.52","4.52","","0.0","0.0","","999.0","13616"
"Juan Minaya","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","7.54","3.91","4.50","4.54","","0.0","0.0","","999.0","10341"
"Alex Phillips","MIN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.05","3.54","4.44","4.39","","0.0","-0.1","","999.0","sa3008595"
"Eduardo Jiménez","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","7.74","3.69","4.54","4.52","","0.0","0.0","","999.0","19642"
"Max Green","DET","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.23","3.57","4.39","4.46","","0.0","-0.1","","999.0","sa3004092"
"Gabriel Sosa","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.05","3.88","4.17","4.35","","0.0","-0.1","","999.0","sa3011682"
"Nick Vincent","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.33","7.40","2.75","4.50","4.53","","0.0","0.0","","999.0","7555"
"Brian Schlitter","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.45","6.26","3.34","4.52","4.53","","0.0","0.0","","999.0","3599"
"Jack Dashwood","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.59","3.00","4.49","4.64","","0.0","0.0","","999.0","sa3015035"
"Sam Howard","","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.42","8.98","4.54","4.22","4.43","","0.0","0.0","","999.0","16265"
"Blaine Hardy","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","6.86","3.43","4.37","4.53","","0.0","0.0","","999.0","6499"
"Wen-Hua Sung","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","8.50","4.24","4.52","4.53","","0.0","0.0","","999.0","sa3006694"
"Joe Jacques","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.45","7.17","3.63","4.50","4.46","","0.0","0.0","","999.0","sa3007493"
"Kyle Tyler","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.56","3.74","4.38","4.43","","0.0","0.0","","999.0","22092"
"Alex Claudio","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","6.25","3.32","4.31","4.43","","0.0","0.0","","999.0","12890"
"Shane Greene","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.21","3.67","4.65","4.73","","0.0","0.0","","999.0","10756"
"Jason Creasy","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.87","3.51","4.54","4.53","","0.0","0.0","","999.0","sa598099"
"Melvin Adon","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.44","7.68","3.82","4.53","4.38","","0.0","-0.1","","999.0","sa873314"
"Peyton Gray","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.40","8.58","4.03","4.52","4.53","","0.0","0.0","","999.0","sa3008046"
"Chasen Bradford","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.41","6.42","2.99","4.56","4.53","","0.0","0.0","","999.0","12452"
"Erik Manoah Jr.","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.40","8.11","3.84","4.50","4.53","","0.0","0.0","","999.0","sa829063"
"David Lebron","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.41","8.55","4.10","4.50","4.53","","0.0","0.0","","999.0","sa3006695"
"Ben Lively","CIN","0","18","18.0","1","1","0","0","1","18","9","3","16","6","1.36","8.22","3.10","4.63","4.53","","0.0","0.0","","999.0","14932"
"A.J. Ladwig","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.31","5.59","1.62","4.71","4.73","","0.0","0.0","","999.0","16266"
"Dereck Rodríguez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.31","7.38","2.64","4.42","4.44","","0.0","0.0","","999.0","14509"
"Gio González","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","7.28","3.72","4.49","4.54","","0.0","0.0","","999.0","7448"
"Alejandro Mateo","CHW","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","8.09","3.82","4.56","4.63","","0.0","-0.1","","999.0","sa918495"
"Stephen Tarpley","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","7.84","4.17","4.39","4.54","","0.0","0.0","","999.0","15859"
"Blake Parker","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.38","7.94","3.50","4.53","4.54","","0.0","0.0","","999.0","5224"
"Mike Kickham","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.31","3.59","4.42","4.54","","0.0","0.0","","999.0","11618"
"Brian Flynn","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.48","7.05","4.03","4.44","4.54","","0.0","0.0","","999.0","12027"
"A.J. Schugel","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","7.98","3.59","4.29","4.39","","0.0","-0.1","","999.0","11432"
"Kyle Zurak","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.44","7.65","3.91","4.52","4.54","","0.0","0.0","","999.0","sa3004864"
"Jordan Zimmermann","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.32","6.66","2.10","4.61","4.62","","0.0","0.0","","999.0","4505"
"Javy Guerra","MIL","0","60","60.0","3","3","0","0","11","57","29","8","58","26","1.38","8.64","3.86","4.28","4.32","","0.0","0.0","","999.0","17292"
"Charles Hall","OAK","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.80","4.20","4.20","4.36","","0.0","-0.1","","999.0","sa1170906"
"James Hoyt","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.57","3.85","4.54","4.54","","0.0","0.0","","999.0","14605"
"Rob Kaminsky","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.46","7.46","4.03","4.42","4.54","","0.0","0.0","","999.0","15792"
"Louis Head","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.41","8.28","4.01","4.58","4.63","","0.0","0.0","","999.0","13259"
"Fernando Abad","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","6.56","3.11","4.46","4.55","","0.0","0.0","","999.0","4994"
"Luis Ledo","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.48","7.69","4.27","4.59","4.66","","0.0","0.0","","999.0","sa740812"
"Cameron Junker","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.48","7.90","4.42","4.58","4.58","","0.0","0.0","","999.0","sa3010365"
"Chris Nunn","","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.48","8.24","4.68","4.36","4.55","","0.0","0.0","","999.0","sa658577"
"Andres Sotillet","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.47","7.14","3.96","4.53","4.55","","0.0","0.0","","999.0","sa917861"
"Jordan Brink","MIN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.64","3.74","4.43","4.41","","0.0","-0.1","","999.0","sa829003"
"A.J. Cole","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.35","7.96","3.10","4.58","4.55","","0.0","0.0","","999.0","11467"
"Jimmie Sherfy","LAD","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.36","8.37","3.10","4.66","4.59","","0.0","-0.1","","999.0","15118"
"Hector Velázquez","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.41","6.96","3.43","4.50","4.55","","0.0","0.0","","999.0","19341"
"Matt Mullenbach","MIN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","7.05","3.49","4.44","4.41","","0.0","-0.1","","999.0","sa3010581"
"Kent Hasler","MIL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.26","4.15","4.49","4.63","","0.0","0.0","","999.0","sa3015089"
"Matt Blackham","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","8.43","4.09","4.56","4.55","","0.0","0.0","","999.0","sa829631"
"Hunter Stratton","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","1","1.45","8.56","4.54","4.56","4.59","","0.0","0.0","","999.0","sa3004216"
"Andrew Suárez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","6.98","3.61","4.47","4.55","","0.0","0.0","","999.0","18300"
"Dugan Darnell","COL","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.54","8.05","4.15","5.31","4.91","","0.0","0.0","","999.0","sa3014876"
"Kyle Keller","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.37","8.78","3.85","4.51","4.55","","0.0","0.0","","999.0","18890"
"Alex Wilson","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.46","7.33","3.85","4.53","4.56","","0.0","0.0","","999.0","9239"
"Tim Holdgrafer","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.44","7.22","3.65","4.56","4.56","","0.0","0.0","","999.0","sa3019458"
"Odalvi Javier","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.80","3.59","4.50","4.56","","0.0","0.0","","999.0","sa877574"
"Ray Black","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.39","8.68","3.91","4.60","4.63","","0.0","0.0","","999.0","14244"
"Riley O'Brien","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.17","4.01","4.05","4.28","","0.0","0.1","","999.0","20348"
"Conner Greene","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.45","8.21","4.32","4.52","4.56","","0.0","0.0","","999.0","16455"
"Justin Dillon","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","7.76","3.74","4.55","4.56","","0.0","0.0","","999.0","sa659283"
"Chris Jefferson","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.20","3.79","4.23","4.38","","0.0","-0.1","","999.0","sa3017816"
"Sean McLaughlin","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.41","7.10","3.34","4.56","4.56","","0.0","0.0","","999.0","sa659266"
"Joe Beimel","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.17","3.20","4.35","4.63","","0.0","-0.1","","999.0","979"
"Robbie Baker","MIL","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.09","3.30","4.54","4.64","","0.0","0.0","","999.0","sa3008103"
"Kyle Johnston","TOR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","6.84","3.72","4.42","4.61","","0.0","-0.1","","999.0","sa3004571"
"Alex McRae","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","6.90","3.49","4.55","4.56","","0.0","0.0","","999.0","16317"
"Noe Toribio","PIT","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.49","6.58","3.92","4.60","4.60","","0.0","0.0","","999.0","sa3003041"
"Colton Hock","MIA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","6.66","3.12","4.49","4.50","","0.0","-0.1","","999.0","sa915685"
"Andrew Cabezas","MIN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.65","3.47","4.49","4.43","","0.0","-0.1","","999.0","sa3007461"
"Cameron Bishop","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.72","3.82","4.21","4.40","","0.0","-0.1","","999.0","sa829601"
"Andrew Lee","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.45","7.87","4.17","4.53","4.57","","0.0","0.0","","999.0","sa856275"
"Glenn Albanese Jr.","LAA","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.71","3.69","4.67","4.68","","0.0","0.0","","999.0","sa3017302"
"John Russell","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.45","7.71","4.07","4.51","4.57","","0.0","0.0","","999.0","sa3004771"
"Anderson Espinoza","SDP","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.43","8.61","4.71","4.41","4.67","","0.0","-0.1","","999.0","18593"
"Nick Ramirez","NYY","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.40","3.44","4.31","4.48","","0.0","-0.1","","999.0","12575"
"Jensen Elliott","BAL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","5.64","2.88","4.32","4.41","","0.0","-0.1","","999.0","sa3010775"
"Brandon White","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","8.03","3.82","4.56","4.48","","0.0","0.0","","999.0","sa918249"
"Brendan Nail","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.44","8.17","3.99","4.59","4.51","","0.0","0.0","","999.0","sa3005359"
"Kyle Mora","ARI","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.44","7.73","3.76","4.67","4.50","","0.0","0.0","","999.0","sa3018281"
"Sam Freeman","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.46","7.79","4.30","4.42","4.58","","0.0","0.0","","999.0","6832"
"Andrew Miller","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","7.82","3.76","4.52","4.58","","0.0","0.0","","999.0","6785"
"Brad Bass","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.39","7.28","3.41","4.55","4.52","","0.0","-0.1","","999.0","sa829618"
"Evan Miller","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","6.96","3.54","4.57","4.58","","0.0","0.0","","999.0","sa915725"
"Kyle Zimmer","","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.50","7.73","4.65","4.50","4.58","","0.0","0.0","","999.0","14169"
"Miguel Yajure","SFG","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","7.49","3.59","4.63","4.48","","0.0","-0.1","","999.0","21111"
"Andrew Perez","CHW","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.03","3.70","4.41","4.68","","0.0","-0.1","","999.0","sa3006640"
"Zach Muckenhirn","NYM","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.67","3.91","4.22","4.44","","0.0","-0.1","","999.0","sa915809"
"Tanner Anderson","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.48","5.80","3.44","4.54","4.59","","0.0","0.0","","999.0","18029"
"Will Latcham","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.46","7.64","4.04","4.59","4.59","","0.0","0.0","","999.0","sa3004470"
"Juan Mejia","TEX","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.48","7.13","4.04","4.42","4.56","","0.0","-0.1","","999.0","sa3002949"
"Joe Zanghi","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","8.23","4.27","4.49","4.59","","0.0","0.0","","999.0","sa875398"
"Edinson Volquez","TEX","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.43","7.34","3.57","4.59","4.56","","0.0","-0.1","","999.0","3990"
"Layne Henderson","DET","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","7.83","4.20","4.46","4.53","","0.0","-0.1","","999.0","sa3007718"
"Hunter Wood","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.82","3.62","4.60","4.60","","0.0","0.0","","999.0","15091"
"Luis Amaya","MIL","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.47","8.48","4.78","4.41","4.67","","0.0","0.0","","999.0","sa872809"
"Johnny Barbato","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.38","7.16","3.14","4.55","4.60","","0.0","0.0","","999.0","11440"
"Seunghwan Oh","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.37","7.19","2.90","4.65","4.60","","0.0","0.0","","999.0","18719"
"Jefry Valdez","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.44","7.10","3.68","4.58","4.60","","0.0","0.0","","999.0","sa887660"
"Anthony Swarzak","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.40","7.53","3.38","4.59","4.60","","0.0","0.0","","999.0","7466"
"Jose Rodriguez","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.31","7.49","2.94","4.25","4.42","","0.0","-0.1","","999.0","17860"
"Chris Wright","SFG","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.46","8.87","4.82","4.36","4.45","","0.0","-0.1","","999.0","sa3011531"
"Thomas Jankins","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","6.53","3.23","4.60","4.68","","0.0","0.0","","999.0","sa873276"
"Garrett Acton","OAK","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","8.24","3.61","4.32","4.42","","0.0","-0.1","","999.0","sa3014787"
