"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Luke Weaver","","13","43","101.0","6","6","5","0","0","100","48","15","92","31","1.30","8.16","2.79","4.27","4.21","","0.7","0.7","","999.0","16918"
"Andrew Painter","PHI","13","13","74.0","4","5","6","0","0","72","36","12","68","24","1.29","8.30","2.88","4.38","4.38","","0.7","0.8","","999.0","sa3017880"
"Gavin Stone","LAD","6","30","61.0","4","3","3","0","1","57","26","7","62","20","1.27","9.16","2.99","3.81","3.73","","0.7","0.6","","999.0","sa3014810"
"Evan Phillips","LAD","0","66","66.0","4","3","0","11","10","57","26","8","78","24","1.22","10.59","3.29","3.56","3.49","","0.7","0.6","","301.2","17734"
"Michael Pineda","","21","21","112.0","6","8","7","0","0","126","61","19","76","26","1.35","6.13","2.07","4.86","4.74","","0.7","0.3","","745.9","5372"
"Luis García","SDP","0","62","62.0","3","3","0","0","15","53","23","6","66","21","1.19","9.61","3.06","3.34","3.40","","0.7","0.6","","731.8","6984"
"Taylor Rogers","SFG","0","66","66.0","3","3","0","2","12","58","24","6","75","20","1.17","10.18","2.70","3.30","3.15","","0.7","0.8","","305.1","13449"
"Chris Martin","BOS","0","60","60.0","3","3","0","1","12","56","24","7","63","13","1.15","9.40","1.92","3.53","3.21","","0.7","0.5","","516.4","11847"
"Johan Oviedo","PIT","13","35","91.0","5","6","5","0","1","90","44","11","81","38","1.40","7.97","3.78","4.34","4.31","","0.7","0.5","","580.8","22487"
"Ryan Yarbrough","KCR","23","35","139.0","7","10","9","0","1","153","74","20","87","40","1.39","5.60","2.60","4.81","4.83","","0.7","0.6","","652.1","16502"
"Adbert Alzolay","CHC","0","64","64.0","3","3","0","5","10","57","26","8","69","19","1.19","9.67","2.66","3.59","3.52","","0.7","0.5","","413.3","17859"
"Kyle Hendricks","CHC","23","23","128.0","7","9","9","0","0","142","68","20","89","33","1.36","6.29","2.29","4.76","4.70","","0.7","0.6","","545.5","12049"
"Zach Plesac","CLE","24","24","137.0","8","9","10","0","0","147","70","22","103","38","1.34","6.73","2.48","4.60","4.64","","0.7","0.7","","518.8","19979"
"Kris Bubic","KCR","18","18","94.0","5","7","7","0","0","94","46","12","80","41","1.42","7.62","3.87","4.42","4.45","","0.7","0.9","","714.3","21455"
"Raisel Iglesias","ATL","0","66","66.0","4","3","0","30","2","57","25","8","77","18","1.13","10.57","2.45","3.44","3.29","","0.7","0.7","","58.4","17130"
"Caleb Thielbar","MIN","0","64","64.0","3","3","0","1","12","53","24","8","76","22","1.17","10.65","3.08","3.44","3.41","","0.7","0.6","","750.2","10078"
"Austin Gomber","COL","15","41","105.0","5","7","4","0","1","120","60","17","87","34","1.46","7.45","2.91","5.13","4.65","","0.6","0.6","","747.6","16561"
"Jordan Romano","TOR","0","66","66.0","4","3","0","32","1","54","25","7","78","24","1.18","10.64","3.27","3.38","3.38","","0.6","0.6","","43.3","16122"
"Zach Davies","","28","28","148.0","8","11","9","0","0","159","79","23","114","55","1.45","6.93","3.34","4.83","4.79","","0.6","0.5","","736.2","13183"
"Cody Morris","CLE","3","55","70.0","4","3","2","0","4","58","27","8","81","25","1.20","10.47","3.28","3.48","3.48","","0.6","0.8","","999.0","25388"
"Michael King","NYY","0","58","58.0","3","3","0","3","9","49","21","6","67","19","1.17","10.32","2.95","3.26","3.29","","0.6","0.5","","621.2","19853"
"David Bednar","PIT","0","66","66.0","3","3","0","31","2","56","26","7","77","23","1.20","10.54","3.15","3.53","3.37","","0.6","0.6","","100.5","19569"
"Domingo Germán","NYY","10","48","91.0","5","5","4","0","1","91","43","14","81","23","1.25","8.02","2.24","4.22","4.25","","0.6","0.3","","463.8","17149"
"Bryan Abreu","HOU","0","64","64.0","4","3","0","1","16","51","24","6","79","29","1.24","11.07","4.06","3.33","3.37","","0.6","0.6","","485.7","16609"
"DL Hall","BAL","3","37","52.0","3","2","2","0","1","41","19","5","67","23","1.21","11.52","3.89","3.19","3.26","","0.6","0.7","","999.0","22207"
"Ian Anderson","ATL","13","13","71.0","4","4","5","0","0","71","34","9","64","29","1.42","8.11","3.72","4.34","4.20","","0.6","0.7","","493.9","19951"
"Clay Holmes","NYY","0","64","64.0","4","3","0","25","5","56","22","5","69","24","1.25","9.64","3.36","3.15","3.24","","0.6","0.6","","114.7","13649"
"Joe Kelly","CHW","0","60","60.0","3","3","0","0","12","50","22","5","70","26","1.26","10.53","3.92","3.24","3.35","","0.6","0.6","","741.2","9761"
"Seranthony Domínguez","PHI","0","67","67.0","4","3","0","15","7","57","26","7","77","29","1.28","10.29","3.88","3.55","3.59","","0.6","0.6","","176.9","19249"
"Joe Jiménez","ATL","0","63","63.0","3","3","0","2","12","52","25","8","78","23","1.19","11.09","3.24","3.64","3.46","","0.6","0.6","","562.6","15761"
"Daniel Bard","COL","0","66","66.0","3","3","0","29","1","62","31","8","73","28","1.37","10.01","3.79","4.20","3.85","","0.6","0.6","","124.8","7115"
"Camilo Doval","SFG","0","64","64.0","3","3","0","34","2","54","24","5","75","29","1.28","10.56","4.03","3.35","3.28","","0.6","0.7","","79.4","21992"
"Brusdar Graterol","LAD","0","62","62.0","3","3","0","5","11","58","24","6","62","19","1.25","9.03","2.82","3.47","3.42","","0.6","0.6","","435.1","20367"
"Matt Bush","MIL","0","63","63.0","3","3","0","2","12","53","25","8","76","23","1.19","10.90","3.22","3.54","3.47","","0.6","0.6","","639.5","1246"
"Scott Barlow","KCR","0","72","72.0","4","3","0","29","3","65","30","8","74","26","1.27","9.19","3.31","3.73","3.66","","0.6","0.6","","111.6","14993"
"Ryan Feltner","COL","19","19","105.0","5","8","5","0","0","119","65","19","89","40","1.50","7.58","3.39","5.52","5.00","","0.5","0.5","","999.0","21446"
"Hunter Harvey","WSN","0","62","62.0","3","3","0","5","12","54","25","7","68","22","1.23","9.81","3.24","3.69","3.63","","0.5","0.6","","552.2","15507"
"Sam Hentges","CLE","0","62","62.0","3","3","0","0","13","53","23","6","70","23","1.21","10.11","3.28","3.27","3.31","","0.5","0.6","","713.3","18548"
"Dane Dunning","TEX","6","48","77.0","4","4","3","0","1","75","33","8","71","26","1.32","8.31","3.03","3.90","3.84","","0.5","0.5","","618.1","19409"
"Collin McHugh","ATL","0","66","66.0","4","3","0","1","16","61","27","8","70","18","1.20","9.58","2.48","3.64","3.47","","0.5","0.5","","657.0","7531"
"Paul Sewald","SEA","0","67","67.0","3","3","0","20","7","55","26","9","79","22","1.14","10.62","2.93","3.53","3.60","","0.5","0.4","","170.6","13892"
"Alex Vesia","LAD","0","63","63.0","3","3","0","4","14","49","25","8","83","28","1.23","11.84","4.05","3.54","3.59","","0.5","0.5","","545.7","25007"
"Giovanny Gallegos","STL","0","66","66.0","4","3","0","3","12","56","26","9","74","21","1.17","10.03","2.85","3.58","3.63","","0.5","0.5","","279.7","14986"
"Matthew Liberatore","STL","11","19","70.0","4","4","5","0","1","69","33","9","56","25","1.34","7.20","3.24","4.21","4.46","","0.5","0.6","","999.0","22294"
"Marco Gonzales","SEA","29","29","167.0","9","11","12","0","0","181","86","27","111","45","1.35","5.98","2.44","4.61","4.78","","0.5","0.3","","488.5","15467"
"Jake Odorizzi","TEX","5","61","81.0","4","5","2","0","9","79","37","12","74","22","1.24","8.24","2.44","4.08","4.09","","0.5","0.3","","531.0","6397"
"Joe Ross","","11","11","64.0","4","4","5","0","0","65","32","9","55","21","1.34","7.66","2.93","4.45","4.39","","0.5","0.5","","999.0","12972"
"Jordan Hicks","STL","0","62","62.0","3","3","0","2","11","50","22","5","71","29","1.29","10.25","4.28","3.22","3.39","","0.5","0.7","","663.4","19618"
"Garrett Cleavinger","TBR","0","62","62.0","3","3","0","1","13","48","22","6","80","27","1.21","11.59","3.97","3.20","3.30","","0.5","0.6","","999.0","17897"
"Reynaldo López","CHW","0","64","64.0","3","3","0","0","13","58","26","9","67","17","1.17","9.38","2.36","3.67","3.67","","0.5","0.4","","589.4","16400"
"Brock Burke","TEX","0","69","69.0","4","3","0","4","15","60","27","8","76","24","1.22","9.88","3.13","3.52","3.59","","0.5","0.5","","647.6","17968"
"Jalen Beeks","TBR","0","63","63.0","3","3","0","5","14","53","23","6","71","23","1.20","10.18","3.25","3.24","3.34","","0.5","0.5","","726.4","17192"
"James Karinchak","CLE","0","66","66.0","3","3","0","2","13","51","27","8","85","33","1.27","11.58","4.45","3.62","3.65","","0.5","0.4","","376.0","20151"
"Madison Bumgarner","ARI","28","28","155.0","8","11","10","0","0","169","85","25","116","45","1.39","6.76","2.65","4.97","4.78","","0.5","0.6","","715.2","5524"
"José Ureña","COL","23","23","123.0","6","9","6","0","0","149","77","19","83","49","1.61","6.10","3.55","5.61","5.04","","0.5","0.5","","999.0","11589"
"Tanner Scott","MIA","0","63","63.0","3","3","0","9","9","49","23","5","79","33","1.31","11.25","4.78","3.23","3.41","","0.5","0.7","","562.0","17586"
"Tejay Antone","CIN","0","58","58.0","3","3","0","4","9","51","25","7","68","23","1.28","10.52","3.62","3.84","3.73","","0.5","0.5","","599.8","16233"
"Anthony DeSclafani","SFG","15","53","117.0","6","7","5","0","1","123","57","16","96","32","1.32","7.36","2.46","4.40","4.18","","0.5","0.6","","464.6","13050"
"Kyle Finnegan","WSN","0","66","66.0","3","3","0","25","5","59","27","7","69","26","1.28","9.45","3.52","3.73","3.74","","0.5","0.5","","226.0","15009"
"Elieser Hernandez","NYM","6","56","85.0","5","5","2","0","4","77","38","14","89","23","1.18","9.48","2.42","4.04","4.09","","0.5","0.4","","677.9","16933"
"Chris Archer","","23","23","114.0","7","8","7","0","0","116","60","17","98","47","1.43","7.77","3.68","4.73","4.66","","0.5","0.5","","999.0","6345"
"Matt Brash","SEA","0","63","63.0","3","3","0","2","12","50","22","6","77","29","1.25","10.95","4.14","3.17","3.36","","0.5","0.6","","999.0","25756"
"Jason Adam","TBR","0","68","68.0","4","3","0","9","11","55","26","8","79","25","1.18","10.44","3.25","3.49","3.53","","0.5","0.5","","330.6","11861"
"Bryce Elder","ATL","8","18","56.0","3","3","4","0","1","58","27","6","47","20","1.39","7.48","3.18","4.24","4.08","","0.5","0.5","","999.0","27779"
"Adrian Houser","MIL","13","61","117.0","6","7","5","0","1","122","58","14","88","47","1.44","6.76","3.62","4.46","4.49","","0.5","0.4","","711.7","12718"
"Dylan Bundy","","28","28","150.0","8","11","9","0","0","166","85","27","107","41","1.38","6.43","2.47","5.08","4.95","","0.5","0.1","","727.7","12917"
"Craig Kimbrel","","0","62","62.0","3","3","0","10","8","51","26","8","75","27","1.26","10.86","3.87","3.80","3.80","","0.5","0.4","","353.1","6655"
"Garrett Crochet","CHW","0","46","46.0","2","2","0","0","1","37","17","5","57","19","1.20","11.19","3.67","3.30","3.39","","0.5","0.5","","736.1","27463"
"Connor Overton","CIN","11","51","104.0","5","7","4","0","1","114","57","18","81","32","1.41","7.00","2.81","4.93","4.82","","0.5","0.3","","999.0","18376"
"Dinelson Lamet","COL","0","60","60.0","3","3","0","1","11","57","29","8","68","22","1.31","10.21","3.24","4.31","3.88","","0.5","0.4","","666.1","17186"
"Robert Suarez","SDP","0","65","65.0","4","3","0","2","12","55","25","7","72","25","1.22","9.99","3.41","3.48","3.56","","0.5","0.6","","999.0","30115"
"Aroldis Chapman","","0","53","53.0","3","2","0","0","0","40","20","5","69","28","1.27","11.79","4.70","3.32","3.48","","0.5","0.6","","383.9","10233"
"John Schreiber","BOS","0","68","68.0","3","3","0","3","15","64","28","7","69","23","1.28","9.07","3.00","3.72","3.55","","0.5","0.5","","495.3","20020"
"Jakob Junis","SFG","3","59","73.0","4","4","1","0","9","73","32","9","68","18","1.23","8.34","2.17","3.94","3.70","","0.5","0.4","","605.8","13619"
"Jonathan Loáisiga","NYY","0","66","66.0","3","3","0","3","13","61","26","6","64","22","1.26","8.71","3.03","3.49","3.58","","0.5","0.4","","536.9","19753"
"Mitch White","TOR","8","42","77.0","4","4","3","0","1","76","36","10","64","25","1.32","7.55","2.94","4.28","4.29","","0.4","0.3","","744.4","19225"
"Vince Velasquez","PIT","16","46","115.0","6","8","5","0","1","114","59","18","103","44","1.38","8.08","3.47","4.67","4.65","","0.4","0.4","","669.0","11189"
"Cole Hamels","","15","15","83.0","4","6","6","0","0","88","43","12","62","29","1.42","6.77","3.20","4.67","4.64","","0.4","0.4","","999.0","4972"
"Erik Swanson","TOR","0","65","65.0","3","3","0","2","13","58","27","9","68","18","1.17","9.37","2.48","3.78","3.84","","0.4","0.3","","512.7","16587"
"Chase Silseth","LAA","8","8","44.0","3","3","3","0","0","43","21","6","42","16","1.33","8.54","3.21","4.27","4.22","","0.4","0.4","","999.0","30074"
"Joey Lucchesi","NYM","10","22","66.0","4","4","4","0","1","64","30","9","59","21","1.30","8.07","2.87","4.14","4.21","","0.4","0.4","","736.2","19320"
"Nate Pearson","TOR","5","49","71.0","4","4","2","0","1","61","31","9","79","31","1.29","9.91","3.88","3.94","4.04","","0.4","0.4","","575.6","20160"
"Trevor Stephan","CLE","0","64","64.0","3","3","0","1","15","54","25","7","73","23","1.20","10.33","3.24","3.56","3.51","","0.4","0.5","","999.0","19932"
"Clarke Schmidt","NYY","3","53","68.0","4","3","1","0","4","62","28","8","70","24","1.27","9.28","3.21","3.73","3.79","","0.4","0.3","","555.7","19899"
"Sixto Sánchez","MIA","3","17","32.0","2","2","2","0","1","29","13","3","34","11","1.22","9.42","2.95","3.56","3.48","","0.4","0.4","","547.1","19680"
"Rafael Montero","HOU","0","65","65.0","3","3","0","3","13","59","26","7","67","22","1.25","9.21","3.09","3.66","3.63","","0.4","0.4","","313.2","12760"
"Adam Ottavino","NYM","0","64","64.0","3","3","0","1","13","55","26","7","72","25","1.24","10.13","3.45","3.62","3.51","","0.4","0.3","","667.3","1247"
"Luis Cessa","CIN","16","52","124.0","6","9","5","0","1","136","69","19","97","46","1.47","7.03","3.36","5.00","4.81","","0.4","0.3","","727.2","13345"
"Daniel Hudson","LAD","0","62","62.0","3","3","0","19","8","53","26","8","73","21","1.19","10.60","3.01","3.75","3.65","","0.4","0.3","","382.3","7146"
"Hayden Wesneski","CHC","10","10","56.0","3","4","4","0","0","57","28","8","44","18","1.36","7.09","2.99","4.53","4.55","","0.4","0.4","","999.0","27581"
"Chad Kuhl","","23","23","122.0","7","9","8","0","0","125","66","19","103","50","1.44","7.59","3.74","4.91","4.87","","0.4","0.3","","999.0","14975"
"Jovani Moran","MIN","0","56","56.0","3","3","0","0","9","45","21","5","67","27","1.29","10.75","4.28","3.33","3.42","","0.4","0.5","","999.0","20422"
"Dylan Lee","ATL","0","52","52.0","3","2","0","0","7","47","21","7","55","15","1.19","9.57","2.58","3.65","3.64","","0.4","0.4","","999.0","19996"
"Jorge López","MIN","0","70","70.0","4","3","0","20","6","65","28","7","72","23","1.26","9.22","3.01","3.60","3.52","","0.4","0.3","","249.4","14527"
"Mark Leiter Jr.","CHC","0","58","58.0","3","3","0","0","9","53","24","7","60","17","1.21","9.34","2.68","3.65","3.60","","0.4","0.4","","999.0","15551"
"Davis Martin","CHW","8","30","67.0","4","4","3","0","1","68","33","10","58","22","1.34","7.76","2.95","4.48","4.54","","0.4","0.1","","999.0","21448"
"Andrew Chafin","","0","64","64.0","3","3","0","0","0","59","26","7","65","23","1.27","9.12","3.17","3.65","3.67","","0.4","0.5","","698.2","12988"
"Kyle Harrison","SFG","8","8","46.0","3","3","4","0","0","43","21","5","46","21","1.39","8.91","4.11","4.19","4.20","","0.4","0.5","","999.0","sa3014513"
"Andrew Bellatti","PHI","0","64","64.0","3","3","0","1","14","53","27","9","76","26","1.24","10.71","3.66","3.79","3.83","","0.4","0.5","","749.9","10657"
"Ryan Pepiot","LAD","10","22","66.0","4","4","4","0","1","61","33","10","69","29","1.37","9.42","4.03","4.52","4.54","","0.4","0.3","","999.0","26221"
"Dallas Keuchel","","15","15","78.0","4","5","5","0","0","87","39","9","49","29","1.49","5.69","3.39","4.52","4.58","","0.4","0.4","","999.0","9434"
"John Means","BAL","5","15","37.0","2","2","2","0","1","36","16","6","34","8","1.17","8.21","1.84","3.91","3.99","","0.4","0.4","","571.7","16269"
"A.J. Puk","OAK","0","64","64.0","3","3","0","4","14","54","24","6","69","24","1.22","9.72","3.35","3.42","3.54","","0.4","0.5","","405.5","19343"
"José Quijada","LAA","0","56","56.0","3","3","0","0","10","46","23","7","67","27","1.30","10.83","4.30","3.77","3.94","","0.4","0.3","","745.8","19200"
"Joe Mantiply","ARI","0","63","63.0","3","3","0","4","11","61","25","6","58","19","1.27","8.34","2.66","3.63","3.56","","0.4","0.5","","550.5","14857"
"Keegan Thompson","CHC","8","54","88.0","5","5","3","0","4","85","42","12","85","34","1.35","8.60","3.48","4.30","4.27","","0.4","0.4","","999.0","19795"
"Kendall Graveman","CHW","0","70","70.0","4","3","0","2","14","65","29","8","71","26","1.30","9.17","3.38","3.69","3.74","","0.4","0.4","","524.9","15514"
"Tim Mayza","TOR","0","57","57.0","3","3","0","0","10","53","22","6","56","19","1.26","8.79","3.02","3.47","3.60","","0.4","0.4","","999.0","15042"
"Héctor Neris","HOU","0","66","66.0","4","3","0","2","14","57","27","8","74","24","1.23","10.12","3.28","3.72","3.72","","0.4","0.4","","595.9","11804"
"Eury Pérez","MIA","8","8","46.0","2","3","4","0","0","45","22","6","41","17","1.32","8.05","3.22","4.34","4.35","","0.4","0.4","","999.0","sa3014807"
"Diego Castillo","SEA","0","63","63.0","3","3","0","3","14","55","25","7","67","23","1.24","9.51","3.33","3.52","3.64","","0.4","0.3","","579.9","17496"
"Kirby Yates","ATL","0","56","56.0","3","3","0","0","10","51","24","7","61","20","1.26","9.81","3.16","3.82","3.67","","0.4","0.3","","748.6","9073"
"Connor Brogdon","PHI","0","60","60.0","3","3","0","0","11","55","26","8","61","21","1.25","9.08","3.09","3.95","3.99","","0.4","0.3","","722.2","21205"
"Alex Lange","DET","0","64","64.0","3","3","0","11","9","55","26","6","70","29","1.31","9.90","4.06","3.62","3.60","","0.4","0.4","","999.0","19883"
"Caleb Ferguson","LAD","0","58","58.0","3","3","0","0","10","50","24","7","69","25","1.29","10.68","3.89","3.70","3.72","","0.3","0.3","","999.0","19349"
"Drew Pomeranz","SDP","0","53","53.0","3","2","0","1","6","45","21","6","60","21","1.24","10.21","3.59","3.56","3.73","","0.3","0.4","","999.0","11426"
"José Leclerc","TEX","0","67","67.0","3","3","0","21","6","57","29","8","76","29","1.28","10.15","3.90","3.90","3.94","","0.3","0.2","","183.9","14524"
"Joan Adon","WSN","10","10","53.0","3","4","4","0","0","53","27","7","45","24","1.47","7.62","4.18","4.67","4.65","","0.3","0.4","","999.0","22925"
"James Kaprielian","OAK","26","26","144.0","7","11","10","0","0","146","76","22","119","56","1.40","7.44","3.51","4.75","4.71","","0.3","0.1","","589.2","18331"
